TL Name,TL Reference,Monitored Object Name,Monitored Object Reference,Monitored Object Last Sample,Object Name Similarity %,TL Polling Frequency,Monitored Object Unit
HS_AHU102_SF_BP_MON_TL,5606.490200.TL31,HS_AHU102_SF_BP_MON,490200.BI1302.Present_Value,2020-06-02 05:11:19,86.0,0,Units not found
HS_AHU102_SF_ENG_MON_TL,5606.490200.TL32,HS_AHU102_SF_ENG_MON,490200.BI1303.Present_Value,2020-06-02 05:11:09,87.0,0,Units not found
HS_AHU102_SF_AL_TL,5606.490200.TL33,HS_AHU102_SF_AL,490200.BI1304.Present_Value,2020-06-02 05:11:08,83.0,0,Units not found
HS_AHU102_RF_BP_MON_TL,5606.490200.TL34,HS_AHU102_RF_BP_MON,490200.BI1402.Present_Value,2020-06-02 05:11:09,86.0,0,Units not found
HS_AHU102_RF_ENG_MON_TL,5606.490200.TL35,HS_AHU102_RF_ENG_MON,490200.BI1403.Present_Value,2020-06-02 05:11:11,87.0,0,Units not found
HS_AHU102_RF_AL_TL,5606.490200.TL36,HS_AHU102_RF_AL,490200.BI1404.Present_Value,2020-06-02 05:11:11,83.0,0,Units not found
HS_AHU102_OAT_XFER_AV_TL,5606.490200.TL37,HS_AHU102_OAT_XFER_AV,490200.AV1.Present_Value,2020-06-02 05:10:09,88.0,30000,°C
HS_AHU102_SAT_SP_TL,5606.490200.TL38,HS_AHU102_SAT_SP,490200.AV2.Present_Value,2020-06-02 05:10:10,84.0,30000,°C
HS_AHU102_SAT_MIN_SP_TL,5606.490200.TL39,HS_AHU102_SAT_MIN_SP,490200.AV3.Present_Value,2020-06-02 05:10:12,87.0,30000,°C
HS_AHU102_SAT_MAX_SP_TL,5606.490200.TL40,HS_AHU102_SAT_MAX_SP,490200.AV4.Present_Value,2020-06-02 05:10:13,87.0,30000,°C
HS_AHU102_SAT1_LL_AV_TL,5606.490200.TL41,HS_AHU102_SAT1_LL_AV,490200.AV5.Present_Value,2020-06-02 05:10:14,87.0,30000,°C
HS_AHU102_SAT_AV_TL,5606.490200.TL42,HS_AHU102_SAT_AV,490200.AV6.Present_Value,2020-06-02 05:10:15,84.0,30000,°C
HS_AHU102_SA_CO2_SP_TL,5606.490200.TL43,HS_AHU102_SA_CO2_SP,490200.AV7.Present_Value,2020-06-02 05:10:07,86.0,30000,ppm
HS_AHU102_RAT_HL_AV_TL,5606.490200.TL44,HS_AHU102_RAT_HL_AV,490200.AV8.Present_Value,2020-06-02 05:10:08,86.0,30000,°C
HS_AHU102_RAT_SP_TL,5606.490200.TL45,HS_AHU102_RAT_SP,490200.AV9.Present_Value,2020-06-02 05:10:10,84.0,30000,°C
HS_AHU102_UNOCC_SAT_SP_TL,5606.490200.TL46,HS_AHU102_UNOCC_SAT_SP,490200.AV10.Present_Value,2020-06-02 05:10:11,88.0,30000,°C
HS_AHU102_OAT_HOT_AV_TL,5606.490200.TL47,HS_AHU102_OAT_HOT_AV,490200.AV11.Present_Value,2020-06-02 05:10:12,87.0,30000,°C
HS_AHU102_OAT_COLD_AV_TL,5606.490200.TL48,HS_AHU102_OAT_COLD_AV,490200.AV12.Present_Value,2020-06-02 05:10:13,88.0,30000,°C
HS_AHU102_RMT_HOT_AV_TL,5606.490200.TL49,HS_AHU102_RMT_HOT_AV,490200.AV13.Present_Value,2020-06-02 05:10:14,87.0,30000,°C
HS_AHU102_SF_FLOW_AV_TL,5606.490200.TL50,HS_AHU102_SF_FLOW_AV,490200.AV20.Present_Value,2020-06-02 05:10:07,87.0,30000,L/s
HS_AHU102_SF_KW_AV_TL,5606.490200.TL52,HS_AHU102_SF_KW_AV,490200.AV22.Present_Value,2020-06-02 05:10:08,86.0,30000,kW
HS_AHU102_SF_VOLTS_AV_TL,5606.490200.TL53,HS_AHU102_SF_VOLTS_AV,490200.AV23.Present_Value,2020-06-02 05:10:09,88.0,30000,V
HS_AHU102_RF_FLOW_OFFSET_AV_TL,5606.490200.TL54,HS_AHU102_RF_FLOW_OFFSET_AV,490200.AV24.Present_Value,2020-06-02 05:10:10,90.0,30000,L/s
HS_AHU102_RF_FLOW_AV_TL,5606.490200.TL55,HS_AHU102_RF_FLOW_AV,490200.AV25.Present_Value,2020-06-02 05:10:11,87.0,30000,L/s
HS_AHU102_RF_KW_AV_TL,5606.490200.TL57,HS_AHU102_RF_KW_AV,490200.AV27.Present_Value,2020-06-02 05:10:13,86.0,30000,kW
HS_AHU102_RF_VOLTS_AV_TL,5606.490200.TL58,HS_AHU102_RF_VOLTS_AV,490200.AV28.Present_Value,2020-06-02 05:10:45,88.0,30000,V
HS_AHU102_RF_FLOW_SP_TL,5606.490200.TL59,HS_AHU102_RF_FLOW_SP,490200.AV29.Present_Value,2020-06-02 05:10:38,87.0,30000,L/s
HS_AHU102_DSP_SP_TL,5606.490200.TL60,HS_AHU102_DSP_SP,490200.AV30.Present_Value,2020-06-02 05:10:39,84.0,30000,Pa
HS_AHU102_DSP_MIN_SP_TL,5606.490200.TL61,HS_AHU102_DSP_MIN_SP,490200.AV31.Present_Value,2020-06-02 05:10:40,87.0,30000,Pa
HS_AHU102_DSP_MAX_SP_TL,5606.490200.TL62,HS_AHU102_DSP_MAX_SP,490200.AV32.Present_Value,2020-06-02 05:10:41,87.0,30000,Pa
HS_AHU102_EOLSP_SP_TL,5606.490200.TL63,HS_AHU102_EOLSP_SP,490200.AV33.Present_Value,2020-06-02 05:10:43,86.0,30000,Pa
HS_AHU102_EOLSP_MIN_SP_TL,5606.490200.TL64,HS_AHU102_EOLSP_MIN_SP,490200.AV36.Present_Value,2020-06-02 05:10:43,88.0,30000,Pa
HS_AHU102_RA_AH_AV_TL,5606.490200.TL68,HS_AHU102_RA_AH_AV,490200.AV42.Present_Value,2020-06-02 05:10:40,86.0,30000,g/kg
HS_AHU102_OA_AH_AV_TL,5606.490200.TL69,HS_AHU102_OA_AH_AV,490200.AV43.Present_Value,2020-06-02 05:10:40,86.0,30000,g/kg
HS_AHU102_RAH_SP_TL,5606.490200.TL70,HS_AHU102_RAH_SP,490200.AV44.Present_Value,2020-06-02 05:10:42,84.0,30000,%RH
HS_AHU102_SAH_HL_AV_TL,5606.490200.TL71,HS_AHU102_SAH_HL_AV,490200.AV46.Present_Value,2020-06-02 05:10:43,86.0,30000,%RH
HS_AHU102_OAH_XFER_AV_TL,5606.490200.TL72,HS_AHU102_OAH_XFER_AV,490200.AV48.Present_Value,2020-06-02 05:10:44,88.0,30000,%RH
HS_AHU102_FAD_SP_TL,5606.490200.TL73,HS_AHU102_AVG_RM_CO2_AV,490200.AV50.Present_Value,2020-06-02 05:10:45,43.0,30000,ppm
HS_AHU102_FAD_MIN_MOD_AV_TL,5606.490200.TL74,HS_AHU102_FAD_MIN_MOD_AV,490200.AV51.Present_Value,2020-06-02 05:10:46,89.0,30000,%
HS_AHU102_SAT1_LL_COUNT_AV_TL,5606.490200.TL75,HS_AHU102_SAT1_LL_COUNT_AV,490200.AV52.Present_Value,2020-06-02 05:10:39,90.0,30000,
HS_AHU102_RHV_MIN_AVG_AV_TL,5606.490200.TL76,HS_AHU102_RHV_MIN_AVG_AV,490200.AV55.Present_Value,2020-06-02 05:10:40,89.0,30000,%
HS_AHU102_RHV_MAX_AVG_AV_TL,5606.490200.TL77,HS_AHU102_RHV_MAX_AVG_AV,490200.AV56.Present_Value,2020-06-02 05:10:41,89.0,30000,%
HS_AHU102_VAV_FLOW_TOTAL_AV_TL,5606.490200.TL78,HS_AHU102_VAV_FLOW_TOTAL_AV,490200.AV70.Present_Value,2020-06-02 05:10:42,90.0,30000,L/s
HS_AHU102_VAV_FLOW_SP_TOTAL_AV_TL,5606.490200.TL79,HS_AHU102_VAV_FLOW_SP_TOTAL_AV,490200.AV71.Present_Value,2020-06-02 05:10:43,91.0,30000,L/s
HS_AHU102_VAV_MAX_POS_AV_TL,5606.490200.TL80,HS_AHU102_VAV_MAX_POS_AV,490200.AV72.Present_Value,2020-06-02 05:10:44,89.0,30000,%
HS_AHU102_RMT_AVG_AV_TL,5606.490200.TL81,HS_AHU102_RMT_AVG_AV,490200.AV75.Present_Value,2020-06-02 05:10:45,87.0,30000,°C
HS_AHU102_RMT_AVG_SP_TL,5606.490200.TL82,HS_AHU102_RMT_AVG_SP,490200.AV76.Present_Value,2020-06-02 05:10:47,87.0,30000,°C
HS_AHU102_RMT_MIN_AV_TL,5606.490200.TL83,HS_AHU102_RMT_MIN_AV,490200.AV77.Present_Value,2020-06-02 05:10:39,87.0,30000,°C
HS_AHU102_RMT_MAX_AV_TL,5606.490200.TL84,HS_AHU102_RMT_MAX_AV,490200.AV78.Present_Value,2020-06-02 05:10:40,87.0,30000,°C
HS_AHU102_SF_ST_BV_TL,5606.490200.TL85,HS_AHU102_SF_ST_BV,490200.BV2.Present_Value,2020-06-02 05:11:46,86.0,0,Units not found
HS_AHU102_RF_ST_BV_TL,5606.490200.TL86,HS_AHU102_RF_ST_BV,490200.BV3.Present_Value,2020-06-02 05:11:47,86.0,0,Units not found
HS_AHU102_SAT1_LL_BV_TL,5606.490200.TL87,HS_AHU102_SAT1_LL_BV,490200.BV4.Present_Value,2020-06-02 05:11:49,87.0,0,Units not found
HS_AHU102_FAD_PERM_BV_TL,5606.490200.TL88,HS_AHU102_FAD_PERM_BV,490200.BV5.Present_Value,2020-06-02 05:11:50,88.0,0,Units not found
HS_AHU102_DEHUM_PERM_BV_TL,5606.490200.TL89,HS_AHU102_DEHUM_PERM_BV,490200.BV8.Present_Value,2020-06-02 05:11:51,88.0,0,Units not found
HS_AHU102_UNIT_MODE_BV_TL,5606.490200.TL90,HS_AHU102_UNIT_MODE_BV,490200.BV10.Present_Value,2020-06-02 05:11:42,88.0,0,Units not found
HS_AHU102_OCC_SCH_BV_TL,5606.490200.TL91,HS_AHU102_OCC_SCH_BV,490200.BV11.Present_Value,2020-06-02 05:11:43,87.0,0,Units not found
HS_AHU102_FREE_COOL_PERM_BV_TL,5606.490200.TL92,HS_AHU102_FREE_COOL_PERM_BV,490200.BV14.Present_Value,2020-06-02 05:11:44,90.0,0,Units not found
HS_AHU102_TEMP_MODE_MV_TL,5606.490200.TL93,HS_AHU102_TEMP_MODE_MV,490200.MV1.Present_Value,2020-06-02 05:12:49,88.0,0,Units not found
HS_AHU102_OPER_MODE_MV_TL,5606.490200.TL94,HS_AHU102_OPER_MODE_MV,490200.MV2.Present_Value,2020-06-02 05:12:50,88.0,0,Units not found
HS_AHU102_SF_FBK_MV_TL,5606.490200.TL95,HS_AHU102_SF_FBK_MV,490200.MV3.Present_Value,2020-06-02 05:12:51,86.0,0,Units not found
HS_AHU102_RF_FBK_MV_TL,5606.490200.TL96,HS_AHU102_RF_FBK_MV,490200.MV5.Present_Value,2020-06-02 05:12:53,86.0,0,Units not found
HS_AHU102_HUM_MODE_MV_TL,5606.490200.TL97,HS_AHU102_HUM_MODE_MV,490200.MV6.Present_Value,2020-06-02 05:12:54,88.0,0,Units not found
HS_AHU102_DSP_CO_TL,5606.490200.TL98,HS_AHU102_DSP_CO,490200.CO1.Present_Value,2020-06-02 05:11:42,84.0,500,Units not found
HS_AHU102_EOLSP_CO_TL,5606.490200.TL99,HS_AHU102_EOLSP_CO,490200.CO2.Present_Value,2020-06-02 05:11:43,86.0,500,Units not found
HS_AHU102_RF_MOD_CO_TL,5606.490200.TL100,HS_AHU102_RF_MOD_CO,490200.CO4.Present_Value,2020-06-02 05:11:46,86.0,500,Units not found
HS_AHU102_SAT_CO_TL,5606.490200.TL101,HS_AHU102_SAT_CO,490200.CO5.Present_Value,2020-06-02 05:11:48,84.0,500,Units not found
HS_AHU102_SAT1_LL_CO_TL,5606.490200.TL102,HS_AHU102_SAT1_LL_CO,490200.CO6.Present_Value,2020-06-02 05:11:49,87.0,500,Units not found
HS_AHU102_RAH_CO_TL,5606.490200.TL103,HS_AHU102_RAH_CO,490200.CO10.Present_Value,2020-06-02 05:11:50,84.0,500,Units not found
HS_AHU102_SAH_HL_CO_TL,5606.490200.TL104,HS_AHU102_SAH_HL_CO,490200.CO12.Present_Value,2020-06-02 05:11:51,86.0,500,Units not found
HS_RM1101A_VAV_DMP_OP_TL,5606.490201.TL1,HS_RM1101A_VAV_DMP_OP,490201.BO5.Present_Value,2020-06-02 05:15:00,88.0,0,Units not found
HS_RM1101A_VAV_DMP_CL_TL,5606.490201.TL2,HS_RM1101A_VAV_DMP_CL,490201.BO6.Present_Value,2020-06-02 05:15:01,88.0,0,Units not found
HS_RM1101A_VAV_DMP_FBK_TL,5606.490201.TL3,HS_RM1101A_VAV_DMP_FBK,490201.AI4.Present_Value,2020-06-02 05:14:29,88.0,30000,%
HS_RM1101A_VAV_DP_TL,5606.490201.TL4,HS_RM1101A_VAV_DP,490201.AI5.Present_Value,2020-06-02 05:14:30,85.0,30000,Pa
HS_RM1101A_RMT_TL,5606.490201.TL5,HS_RM1101A_RMT,490201.AI101.Present_Value,2020-06-02 05:14:31,82.0,30000,°C
HS_RM1101A_VAV_RMT_SP_TL,5606.490201.TL6,HS_RM1101A_VAV_RMT_SP,490201.AV2.Present_Value,2020-06-02 05:14:57,88.0,30000,°C
HS_RM1101A_VAV_FLOW_TL,5606.490201.TL7,HS_RM1101A_VAV_FLOW,490201.AV9.Present_Value,2020-06-02 05:14:52,86.0,30000,L/s
HS_RM1101A_VAV_FLOW_SP_TL,5606.490201.TL8,HS_RM1101A_VAV_FLOW_SP,490201.AV10.Present_Value,2020-06-02 05:14:53,88.0,30000,L/s
HS_RM1101A_VAV_DP_SP_TL,5606.490201.TL9,HS_RM1101A_VAV_DP_SP,490201.AV14.Present_Value,2020-06-02 05:14:58,87.0,30000,Pa
HS_RM1101A_VAV_system_ST_BV_TL,5606.490201.TL10,HS_RM1101A_VAV_system_ST_BV,490201.BV1.Present_Value,2020-06-02 05:14:52,90.0,0,Units not found
HS_RM1101A_VAV_system_SCH_BV_TL,5606.490201.TL11,HS_RM1101A_VAV_system_SCH_BV,490201.BV2.Present_Value,2020-06-02 05:14:53,90.0,0,Units not found
HS_RM1101A_VAV_system_UNIT_MODE_BV_TL,5606.490201.TL12,HS_RM1101A_VAV_system_UNIT_MODE_BV,490201.BV3.Present_Value,2020-06-02 05:14:54,92.0,0,Units not found
HS_RM1101A_VAV_CTRL_MODE_MV_TL,5606.490201.TL13,HS_RM1101A_VAV_CTRL_MODE_MV,490201.MV1.Present_Value,2020-06-02 05:15:22,90.0,0,Units not found
HS_RM1101A_RMT_CO_TL,5606.490201.TL14,HS_RM1101A_RMT_CO,490201.CO1.Present_Value,2020-06-02 05:14:55,85.0,500,Units not found
HS_RM1101A_VAV_DP_CO_TL,5606.490201.TL15,HS_RM1101A_VAV_DP_CO,490201.CO2.Present_Value,2020-06-02 05:14:57,87.0,500,Units not found
HS_RM1104_VAV_DMP_OP_TL,5606.490202.TL1,HS_RM1104_VAV_DMP_OP,490202.BO5.Present_Value,2020-06-02 05:16:18,87.0,0,Units not found
HS_RM1104_VAV_DMP_CL_TL,5606.490202.TL2,HS_RM1104_VAV_DMP_CL,490202.BO6.Present_Value,2020-06-02 05:16:19,87.0,0,Units not found
HS_RM1104_VAV_DMP_FBK_TL,5606.490202.TL3,HS_RM1104_VAV_DMP_FBK,490202.AI4.Present_Value,2020-06-02 05:15:51,88.0,30000,%
HS_RM1104_VAV_DP_TL,5606.490202.TL4,HS_RM1104_VAV_DP,490202.AI5.Present_Value,2020-06-02 05:15:52,84.0,30000,Pa
HS_RM1104_RMT_TL,5606.490202.TL5,HS_RM1104_RMT,490202.AI101.Present_Value,2020-06-02 05:05:47,81.0,30000,°C
HS_RM1104_RMH_TL,5606.490202.TL6,HS_RM1104_RMH,490202.AI103.Present_Value,2020-06-02 05:15:53,81.0,30000,%RH
HS_RM1104_CO2_TL,5606.490202.TL7,HS_RM1104_CO2,490202.AI104.Present_Value,2020-06-02 05:15:54,81.0,30000,ppm
HS_RM1104_MD_TL,5606.490202.TL8,HS_RM1104_MD,490202.BI105.Present_Value,2020-06-02 05:16:16,80.0,0,Units not found
HS_RM1104_VAV_RMT_SP_TL,5606.490202.TL9,HS_RM1104_VAV_RMT_SP,490202.AV2.Present_Value,2020-06-02 05:15:49,87.0,30000,°C
HS_RM1104_VAV_FLOW_TL,5606.490202.TL10,HS_RM1104_VAV_FLOW,490202.AV9.Present_Value,2020-06-02 05:16:22,86.0,30000,L/s
HS_RM1104_VAV_FLOW_SP_TL,5606.490202.TL11,HS_RM1104_VAV_FLOW_SP,490202.AV10.Present_Value,2020-06-02 05:16:15,88.0,30000,L/s
HS_RM1104_VAV_DP_SP_TL,5606.490202.TL12,HS_RM1104_VAV_DP_SP,490202.AV14.Present_Value,2020-06-02 05:16:18,86.0,30000,Pa
HS_RM1104_VAV_system_ST_BV_TL,5606.490202.TL13,HS_RM1104_VAV_system_ST_BV,490202.BV1.Present_Value,2020-06-02 05:16:20,90.0,0,Units not found
HS_RM1104_VAV_system_SCH_BV_TL,5606.490202.TL14,HS_RM1104_VAV_system_SCH_BV,490202.BV2.Present_Value,2020-06-02 05:16:21,90.0,0,Units not found
HS_RM1104_VAV_system_UNIT_MODE_BV_TL,5606.490202.TL15,HS_RM1104_VAV_system_UNIT_MODE_BV,490202.BV3.Present_Value,2020-06-02 05:16:49,92.0,0,Units not found
HS_RM1104_VAV_CTRL_MODE_MV_TL,5606.490202.TL16,HS_RM1104_VAV_CTRL_MODE_MV,490202.MV1.Present_Value,2020-06-02 05:16:44,90.0,0,Units not found
HS_RM1104_RMT_CO_TL,5606.490202.TL17,HS_RM1104_RMT_CO,490202.CO1.Present_Value,2020-06-02 05:16:41,84.0,500,Units not found
HS_RM1104_VAV_DP_CO_TL,5606.490202.TL18,HS_RM1104_VAV_DP_CO,490202.CO2.Present_Value,2020-06-02 05:16:42,86.0,500,Units not found
HS_RM1105_VAV_DMP_FBK_TL,5606.490203.TL1,HS_RM1105_VAV_DMP_FBK,490203.AI4.Present_Value,2020-06-02 05:17:11,88.0,30000,%
HS_RM1105_VAV_DP_TL,5606.490203.TL2,HS_RM1105_VAV_DP,490203.AI5.Present_Value,2020-06-02 05:17:12,84.0,30000,Pa
HS_RM1105_RMT_TL,5606.490203.TL3,HS_RM1105_RMT,490203.AI101.Present_Value,2020-06-02 05:17:13,81.0,30000,°C
HS_RM1105_RMH_TL,5606.490203.TL4,HS_RM1105_RMH,490203.AI103.Present_Value,2020-06-02 05:17:14,81.0,30000,%RH
HS_RM1105_CO2_TL,5606.490203.TL5,HS_RM1105_CO2,490203.AI104.Present_Value,2020-06-02 05:17:15,81.0,30000,ppm
HS_RM1105_MD_TL,5606.490203.TL6,HS_RM1105_MD,490203.BI105.Present_Value,2020-06-02 05:17:39,80.0,0,Units not found
HS_RM1105_VAV_RMT_SP_TL,5606.490203.TL7,HS_RM1105_VAV_RMT_SP,490203.AV2.Present_Value,2020-06-02 05:17:45,87.0,30000,°C
HS_RM1105_VAV_FLOW_TL,5606.490203.TL8,HS_RM1105_VAV_FLOW,490203.AV9.Present_Value,2020-06-02 05:17:43,86.0,30000,L/s
HS_RM1105_VAV_FLOW_SP_TL,5606.490203.TL9,HS_RM1105_VAV_FLOW_SP,490203.AV10.Present_Value,2020-06-02 05:17:44,88.0,30000,L/s
HS_RM1105_VAV_DP_SP_TL,5606.490203.TL10,HS_RM1105_VAV_DP_SP,490203.AV14.Present_Value,2020-06-02 05:17:38,86.0,30000,Pa
HS_RM1105_VAV_system_ST_BV_TL,5606.490203.TL11,HS_RM1105_VAV_system_ST_BV,490203.BV1.Present_Value,2020-06-02 05:18:15,90.0,0,Units not found
HS_RM1105_VAV_system_SCH_BV_TL,5606.490203.TL12,HS_RM1105_VAV_system_SCH_BV,490203.BV2.Present_Value,2020-06-02 05:18:17,90.0,0,Units not found
HS_RM1105_VAV_system_UNIT_MODE_BV_TL,5606.490203.TL13,HS_RM1105_VAV_system_UNIT_MODE_BV,490203.BV3.Present_Value,2020-06-02 05:18:18,92.0,0,Units not found
HS_RM1105_VAV_CTRL_MODE_MV_TL,5606.490203.TL14,HS_RM1105_VAV_CTRL_MODE_MV,490203.MV1.Present_Value,2020-06-02 05:18:12,90.0,0,Units not found
HS_RM1105_RMT_CO_TL,5606.490203.TL15,HS_RM1105_RMT_CO,490203.CO1.Present_Value,2020-06-02 05:18:19,84.0,500,Units not found
HS_RM1105_VAV_DP_CO_TL,5606.490203.TL16,HS_RM1105_VAV_DP_CO,490203.CO2.Present_Value,2020-06-02 05:18:09,86.0,500,Units not found
HS_RM1105A_VAV_DMP_OP_TL,5606.490204.TL1,HS_RM1105A_VAV_DMP_OP,490204.BO5.Present_Value,2020-06-02 05:19:33,88.0,0,Units not found
HS_RM1105A_VAV_DMP_CL_TL,5606.490204.TL2,HS_RM1105A_VAV_DMP_CL,490204.BO6.Present_Value,2020-06-02 05:19:34,88.0,0,Units not found
HS_RM1105A_VAV_DMP_FBK_TL,5606.490204.TL3,HS_RM1105A_VAV_DMP_FBK,490204.AI4.Present_Value,2020-06-02 05:19:08,88.0,30000,%
HS_RM1105A_VAV_DP_TL,5606.490204.TL4,HS_RM1105A_VAV_DP,490204.AI5.Present_Value,2020-06-02 05:19:09,85.0,30000,Pa
HS_RM1105A_VAV_RMT_SP_TL,5606.490204.TL5,HS_RM1105A_VAV_RMT_SP,490204.AV2.Present_Value,2020-06-02 05:19:10,88.0,30000,°C
HS_RM1105A_VAV_FLOW_TL,5606.490204.TL6,HS_RM1105A_VAV_FLOW,490204.AV9.Present_Value,2020-06-02 05:19:07,86.0,30000,L/s
HS_RM1105A_VAV_FLOW_SP_TL,5606.490204.TL7,HS_RM1105A_VAV_FLOW_SP,490204.AV10.Present_Value,2020-06-02 05:19:08,88.0,30000,L/s
HS_RM1105A_RMT_XFER_AV_TL,5606.490204.TL8,HS_RM1105A_RMT_XFER_AV,490204.AV17.Present_Value,2020-06-02 05:19:31,88.0,30000,°C
HS_RM1105A_RMH_XFER_AV_TL,5606.490204.TL9,HS_RM1105A_RMH_XFER_AV,490204.AV18.Present_Value,2020-06-02 05:19:32,88.0,30000,%
HS_RM1105A_CO2_XFER_AV_TL,5606.490204.TL10,HS_RM1105A_CO2_XFER_AV,490204.AV19.Present_Value,2020-06-02 05:19:33,88.0,30000,ppm
HS_RM1105A_VAV_system_ST_BV_TL,5606.490204.TL11,HS_RM1105A_VAV_system_ST_BV,490204.BV1.Present_Value,2020-06-02 05:19:35,90.0,0,Units not found
HS_RM1105A_VAV_system_SCH_BV_TL,5606.490204.TL12,HS_RM1105A_VAV_system_SCH_BV,490204.BV2.Present_Value,2020-06-02 05:19:36,90.0,0,Units not found
HS_RM1105A_VAV_system_UNIT_MODE_BV_TL,5606.490204.TL13,HS_RM1105A_VAV_system_UNIT_MODE_BV,490204.BV3.Present_Value,2020-06-02 05:19:37,92.0,0,Units not found
HS_RM1105A_VAV_CTRL_MODE_MV_TL,5606.490204.TL14,HS_RM1105A_VAV_CTRL_MODE_MV,490204.MV1.Present_Value,2020-06-02 05:20:03,90.0,0,Units not found
HS_RM1105A_RMT_CO_TL,5606.490204.TL15,HS_RM1105A_RMT_CO,490204.CO1.Present_Value,2020-06-02 05:19:38,85.0,500,Units not found
HS_RM1105A_VAV_DP_CO_TL,5606.490204.TL16,HS_RM1105A_VAV_DP_CO,490204.CO2.Present_Value,2020-06-02 05:19:32,87.0,500,Units not found
HS_RM1902_FFH1_SS_TL,5606.490205.TL3,HS_RM1902_FFH1_SS,490205.BO1.Present_Value,2020-06-02 05:20:58,85.0,0,Units not found
HS_RM1301C_VAV_DMP_OP_TL,5606.490205.TL4,HS_RM1301C_VAV_DMP_OP,490205.BO5.Present_Value,2020-06-02 05:21:00,88.0,0,Units not found
HS_RM1301C_VAV_DMP_CL_TL,5606.490205.TL5,HS_RM1301C_VAV_DMP_CL,490205.BO6.Present_Value,2020-06-02 05:20:51,88.0,0,Units not found
HS_RM1301C_SAT_TL,5606.490205.TL6,HS_RM1301C_SAT,490205.AI1.Present_Value,2020-06-02 05:20:31,82.0,30000,°C
HS_RM1301C_VAV_DMP_FDBK_TL,5606.490205.TL7,HS_RM1301C_VAV_DMP_FDBK,490205.AI4.Present_Value,2020-06-02 05:20:32,88.0,30000,%
HS_RM1301C_VAV_DP_TL,5606.490205.TL8,HS_RM1301C_VAV_DP,490205.AI5.Present_Value,2020-06-02 05:20:25,85.0,30000,Pa
HS_RM1301C_RMT_TL,5606.490205.TL9,HS_RM1301C_RMT,490205.AI101.Present_Value,2020-06-02 05:20:26,82.0,30000,°C
HS_RM1902_RMT_TL,5606.490205.TL10,HS_RM1902_RMT,490205.AI201.Present_Value,2020-06-02 05:20:27,81.0,30000,°C
HS_RM1301C_VAV_RMT_SP_TL,5606.490205.TL11,HS_RM1301C_VAV_RMT_SP,490205.AV1.Present_Value,2020-06-02 05:20:26,88.0,30000,°C
HS_RM1301C_VAV_FLOW_TL,5606.490205.TL12,HS_RM1301C_VAV_FLOW,490205.AV9.Present_Value,2020-06-02 05:20:56,86.0,30000,L/s
HS_RM1301C_VAV_FLOW_SP_TL,5606.490205.TL13,HS_RM1301C_VAV_FLOW_SP,490205.AV10.Present_Value,2020-06-02 05:20:57,88.0,30000,L/s
HS_RM1301C_VAV_DP_SP_TL,5606.490205.TL14,HS_RM1301C_VAV_DP_SP,490205.AV14.Present_Value,2020-06-02 05:20:52,87.0,30000,Pa
HS_RM1301C_VAV_OAT_XFER_AV_TL,5606.490205.TL15,HS_RM1301C_VAV_OAT_XFER_AV,490205.AV17.Present_Value,2020-06-02 05:20:54,90.0,30000,°C
HS_RM1301C_VAV_RMT_AV_TL,5606.490205.TL16,HS_RM1301C_VAV_RMT_AV,490205.AV21.Present_Value,2020-06-02 05:20:55,88.0,30000,°C
HS_RM1902_RMT_SP_TL,5606.490205.TL17,HS_RM1902_RMT_SP,490205.AV22.Present_Value,2020-06-02 05:20:56,84.0,30000,°C
HS_RM1902_OAT_PERM_AV_TL,5606.490205.TL18,HS_RM1902_OAT_PERM_AV,490205.AV24.Present_Value,2020-06-02 05:20:59,88.0,30000,°C
HS_RM1301C_VAV_CTRL_MODE_MV_TL,5606.490205.TL20,HS_RM1301C_VAV_CTRL_MODE_MV,490205.MV1.Present_Value,2020-06-02 05:21:21,90.0,0,Units not found
HS_RM1301C_VAV_RMT_CO_TL,5606.490205.TL21,HS_RM1301C_VAV_RMT_CO,490205.CO1.Present_Value,2020-06-02 05:20:58,88.0,500,Units not found
HS_RM1301C_VAV_DP_CO_TL,5606.490205.TL22,HS_RM1301C_VAV_DP_CO,490205.CO2.Present_Value,2020-06-02 05:21:00,87.0,500,Units not found
HS_RM1002_VAV_RHC_MOD_TL,5606.490206.TL1,HS_RM1002_VAV_RHC_MOD,490206.AO3.Present_Value,2020-06-02 05:21:49,88.0,30000,%
HS_RM1002_RAD_MOD_TL,5606.490206.TL2,HS_RM1002_RAD_MOD,490206.AO4.Present_Value,2020-06-02 05:21:50,85.0,30000,%
HS_RM1001_FFH1_SS_TL,5606.490206.TL3,HS_RM1001_FFH1_FFH421_SS,490206.BO1.Present_Value,2020-06-02 05:22:10,63.0,0,Units not found
HS_RM1002_VAV_DMP_OP_TL,5606.490206.TL4,HS_RM1002_VAV_DMP_OP,490206.BO5.Present_Value,2020-06-02 05:22:13,87.0,0,Units not found
HS_RM1002_VAV_DMP_CL_TL,5606.490206.TL5,HS_RM1002_VAV_DMP_CL,490206.BO6.Present_Value,2020-06-02 05:22:07,87.0,0,Units not found
HS_RM1002_SAT_TL,5606.490206.TL6,HS_RM1002_SAT,490206.AI1.Present_Value,2020-06-02 05:21:45,81.0,30000,°C
